"id","user_id","checked_in","checked_out","attendance_type","sign_in_status"
"351","126","2024-09-11 14:47:13","2024-09-11 17:13:16","Member","signedOut"
"352","133","2024-09-11 14:48:45","2024-09-11 17:13:42","Member","signedOut"
"353","133","2024-09-11 14:48:45","2024-09-11 17:14:01","Member","signedOut"
"354","133","2024-09-11 14:48:46","2024-09-11 17:14:53","Member","signedOut"
"355","133","2024-09-11 14:48:46","2024-09-11 17:15:10","Member","signedOut"
"356","133","2024-09-11 14:48:47","2024-09-11 17:15:24","Member","signedOut"
"357","6","2024-09-11 15:31:14","2024-09-11 17:15:38","Member","signedOut"
"358","6","2024-09-11 15:31:14","2024-09-11 17:16:07","Member","signedOut"
"359","7","2024-09-11 15:32:03","2024-09-11 17:16:25","Member","signedOut"
"360","7","2024-09-11 15:32:04","2024-09-11 17:16:43","Member","signedOut"
"361","67","2024-09-11 16:02:56","2024-09-11 17:17:00","Member","signedOut"
"362","126","2024-09-12 12:19:02","2024-09-12 17:26:13","Member","signedOut"
"363","58","2024-09-12 12:21:35","2024-09-12 17:26:09","Member","signedOut"
"364","23","2024-09-12 12:22:56","2024-09-12 16:18:40","Member","signedOut"
"365","134","2024-09-12 12:24:30","2024-09-12 14:01:29","Member","signedOut"
"366","1","2024-09-12 12:28:00","2024-09-12 17:26:10","Member","signedOut"
"367","44","2024-09-12 14:03:14","2024-09-12 17:26:07","Member","signedOut"
"368","44","2024-09-12 14:03:14","2024-09-12 17:26:07","Member","signedOut"
"369","36","2024-09-12 14:06:31","2024-09-12 17:26:05","Member","signedOut"
"370","34","2024-09-12 14:25:34","2024-09-12 17:26:33","Member","signedOut"
"371","117","2024-09-12 14:46:52","2024-09-12 16:22:16","Member","signedOut"
"372","116","2024-09-12 14:47:16","2024-09-12 16:22:14","Member","signedOut"
"373","6","2024-09-12 16:01:00","2024-09-12 17:25:58","Member","signedOut"
"374","15","2024-09-12 16:26:09","2024-09-12 17:26:00","Member","signedOut"
"375","23","2024-09-13 12:30:29","2024-09-13 17:34:42","Member","signedOut"
"376","107","2024-09-13 12:31:15",NULL,"Member","signedOut"
"377","106","2024-09-13 12:31:41","2024-09-13 16:15:53","Member","signedOut"
"378","126","2024-09-13 12:32:32","2024-09-13 17:28:14","Member","signedOut"
"379","134","2024-09-13 12:38:42","2024-09-13 14:29:32","Member","signedOut"
"380","58","2024-09-13 13:25:17","2024-09-13 17:28:48","Member","signedOut"
"381","77","2024-09-13 13:26:33","2024-09-13 17:29:01","Member","signedOut"
"382","67","2024-09-13 13:32:30","2024-09-13 17:29:16","Member","signedOut"
"383","81","2024-09-13 14:12:55","2024-09-13 17:29:38","Member","signedOut"
"384","21","2024-09-13 14:25:52","2024-09-13 17:30:18","Member","signedOut"
"385","7","2024-09-13 15:33:02","2024-09-13 17:30:31","Member","signedOut"
"386","7","2024-09-13 15:33:02","2024-09-13 17:30:52","Member","signedOut"
"387","7","2024-09-13 15:33:02","2024-09-13 17:31:09","Member","signedOut"
"388","7","2024-09-13 15:33:03","2024-09-13 17:31:25","Member","signedOut"
"389","6","2024-09-13 15:50:19","2024-09-13 17:31:36","Member","signedOut"
"390","135","2024-09-13 15:58:58","2024-09-13 16:56:58","Member","signedOut"
"391","106","2024-09-17 12:38:59","2024-09-17 17:18:42","Member","signedOut"
"392","125","2024-09-17 12:40:10","2024-09-17 17:18:43","Member","signedOut"
"393","126","2024-09-17 12:41:20","2024-09-17 17:18:43","Member","signedOut"
"394","90","2024-09-17 12:43:52","2024-09-17 17:18:42","Member","signedOut"
"395","107","2024-09-17 12:45:24",NULL,"Member","signedOut"
"396","1","2024-09-17 12:45:25","2024-09-17 17:18:37","Member","signedOut"
"397","73","2024-09-17 12:49:15","2024-09-17 17:18:41","Member","signedOut"
"398","44","2024-09-17 12:59:52","2024-09-17 17:18:41","Member","signedOut"
"399","76","2024-09-17 13:00:53","2024-09-17 17:18:42","Member","signedOut"
"400","29","2024-09-17 13:04:06","2024-09-17 17:18:39","Member","signedOut"
"401","7","2024-09-17 14:04:47","2024-09-17 17:18:46","Member","signedOut"
"402","58","2024-09-17 14:25:32","2024-09-17 17:18:41","Member","signedOut"
"403","21","2024-09-17 14:43:23","2024-09-17 17:18:39","Member","signedOut"
"404","137","2024-09-17 15:00:41","2024-09-17 17:18:45","Member","signedOut"
"405","136","2024-09-17 15:01:15","2024-09-17 17:18:44","Member","signedOut"
"406","34","2024-09-17 15:06:18","2024-09-17 17:18:40","Member","signedOut"
"407","36","2024-09-17 15:17:40","2024-09-17 17:18:40","Member","signedOut"
"408","15","2024-09-17 15:21:45","2024-09-17 17:18:37","Member","signedOut"
"409","135","2024-09-17 16:14:43","2024-09-17 17:18:44","Member","signedOut"
"410","31","2024-09-18 12:13:37","2024-09-18 17:09:28","Member","signedOut"
"411","30","2024-09-18 12:14:08","2024-09-18 17:09:54","Member","signedOut"
"412","125","2024-09-18 12:16:40","2024-09-18 17:10:18","Member","signedOut"
"413","126","2024-09-18 12:18:42","2024-09-18 17:10:35","Member","signedOut"
"414","107","2024-09-18 12:22:23",NULL,"Member","signedOut"
"415","7","2024-09-18 13:09:44","2024-09-18 17:11:06","Member","signedOut"
"416","7","2024-09-18 13:09:45","2024-09-18 17:11:18","Member","signedOut"
"417","20","2024-09-18 13:23:06","2024-09-18 17:11:36","Member","signedOut"
"418","44","2024-09-18 13:57:39","2024-09-18 17:11:48","Member","signedOut"
"419","90","2024-09-18 13:58:12","2024-09-18 17:12:02","Member","signedOut"
"420","124","2024-09-18 14:05:39","2024-09-18 17:12:18","Member","signedOut"
"421","36","2024-09-18 14:52:44","2024-09-18 17:12:39","Member","signedOut"
"422","139","2024-09-18 15:00:46","2024-09-18 17:12:50","Member","signedOut"
"423","136","2024-09-18 15:01:28","2024-09-18 17:13:06","Member","signedOut"
"424","6","2024-09-18 15:50:00","2024-09-18 17:13:21","Member","signedOut"
"425","138","2024-09-18 15:56:04","2024-09-18 17:13:39","Member","signedOut"
"426","135","2024-09-18 16:01:12","2024-09-18 17:13:58","Member","signedOut"
"427","15","2024-09-18 16:12:40","2024-09-18 17:14:09","Member","signedOut"
"428","21","2024-09-19 14:13:03","2024-09-18 17:14:21","Member","signedOut"
"429","134","2024-09-19 15:08:55","2024-09-18 17:14:37","Member","signedOut"
"430","106","2024-09-23 09:56:18","2024-09-23 15:50:46","Member","signedOut"
"431","36","2024-09-23 09:57:35","2024-09-23 16:51:15","Member","signedOut"
"432","107","2024-09-23 09:58:11",NULL,"Member","signedOut"
"433","107","2024-09-25 09:51:02",NULL,"Member","signedOut"
"434","106","2024-09-25 09:51:23","2024-09-25 17:22:40","Member","signedOut"
"435","136","2024-09-25 09:51:52","2024-09-25 17:22:52","Member","signedOut"
"436","15","2024-09-25 09:52:18","2024-09-25 17:22:35","Member","signedOut"
"437","36","2024-09-25 09:52:33","2024-09-25 09:52:48","Member","signedOut"
"438","67","2024-09-25 09:53:25","2024-09-25 17:22:37","Member","signedOut"
"439","106","2024-09-25 09:54:26","2024-09-25 17:22:40","Member","signedOut"
"440","107","2024-09-25 09:54:44",NULL,"Member","signedOut"
"441","136","2024-09-25 09:55:04","2024-09-25 17:22:52","Member","signedOut"
"442","90","2024-09-25 09:55:29","2024-09-25 17:22:39","Member","signedOut"
"443","140","2024-09-25 09:57:48","2024-09-25 17:22:45","Member","signedOut"
"444","141","2024-09-25 09:58:55","2024-09-25 17:22:48","Member","signedOut"
"445","53","2024-09-25 10:00:40","2024-09-25 17:22:35","Member","signedOut"
"446","142","2024-09-25 10:03:11","2024-09-25 17:22:49","Member","signedOut"
"447","44","2024-09-25 10:03:48","2024-09-25 17:22:43","Member","signedOut"
"448","143","2024-09-25 10:05:15","2024-09-25 17:22:49","Member","signedOut"
"449","58","2024-09-25 10:12:15","2024-09-25 17:22:36","Member","signedOut"
"450","135","2024-09-25 11:48:53","2024-09-25 17:22:45","Member","signedOut"
"451","126","2024-09-25 13:14:00","2024-09-25 17:22:47","Member","signedOut"
"452","125","2024-09-25 13:14:48","2024-09-25 17:22:43","Member","signedOut"
"453","6","2024-09-25 13:18:35","2024-09-25 17:22:35","Member","signedOut"
"454","44","2024-09-30 13:15:38","2024-09-30 16:45:07","Member","signedOut"
"455","58","2024-09-30 13:16:41","2024-09-30 16:45:08","Member","signedOut"
"456","90","2024-09-30 13:17:17","2024-09-30 16:45:09","Member","signedOut"
"457","67","2024-09-30 13:17:50","2024-09-30 16:45:08","Member","signedOut"
"458","15","2024-09-30 13:18:13","2024-09-30 16:45:06","Member","signedOut"
"459","30","2024-09-30 13:18:32","2024-09-30 16:45:07","Member","signedOut"
"460","124","2024-09-30 15:13:07","2024-09-30 16:45:15","Member","signedOut"
"461","124","2024-09-30 15:13:08","2024-09-30 16:45:15","Member","signedOut"
"462","124","2024-09-30 15:13:08","2024-09-30 16:45:15","Member","signedOut"
"463","1","2024-10-01 10:22:22","2024-10-01 16:57:09","Member","signedOut"
"464","20","2024-10-01 12:07:20","2024-10-01 22:58:43","Member","signedOut"
"465","67","2024-10-01 12:08:30","2024-10-01 22:59:18","Member","signedOut"
"466","44","2024-10-01 12:15:51","2024-10-01 22:59:11","Member","signedOut"
"467","128","2024-10-01 14:50:02","2024-10-01 15:08:27","Member","signedOut"
"468","144","2024-10-01 15:01:22","2024-10-01 22:59:53","Member","signedOut"
"469","136","2024-10-01 15:12:38","2024-10-01 16:56:54","Member","signedOut"
"470","137","2024-10-01 15:17:47","2024-10-01 22:59:33","Member","signedOut"
"471","21","2024-10-01 15:34:16","2024-10-01 22:59:06","Member","signedOut"
"472","21","2024-10-01 15:34:20","2024-10-01 22:59:06","Member","signedOut"
"473","21","2024-10-01 15:34:21","2024-10-01 22:59:06","Member","signedOut"
"474","21","2024-10-01 15:34:21","2024-10-01 22:59:06","Member","signedOut"
"475","7","2024-10-01 16:12:47","2024-10-01 22:58:02","Member","signedOut"
"476","124","2024-10-01 16:15:05","2024-10-01 22:59:25","Member","signedOut"
"477","1","2024-10-02 10:45:49","2024-10-02 17:20:37","Member","signedOut"
"478","20","2024-10-02 11:52:54","2024-10-02 17:20:48","Member","signedOut"
"479","145","2024-10-02 14:01:00","2024-10-02 17:18:26","Member","signedOut"
"480","145","2024-10-02 14:01:01","2024-10-02 17:18:26","Member","signedOut"
"481","146","2024-10-02 14:03:48","2024-10-02 17:18:26","Member","signedOut"
"482","60","2024-10-02 14:04:29","2024-10-02 17:20:44","Member","signedOut"
"483","27","2024-10-02 14:05:37","2024-10-02 17:20:38","Member","signedOut"
"484","138","2024-10-02 14:28:30","2024-10-02 17:18:26","Member","signedOut"
"485","144","2024-10-02 14:55:53","2024-10-02 17:18:26","Member","signedOut"
"486","136","2024-10-02 14:56:34","2024-10-02 17:18:24","Member","signedOut"
"487","128","2024-10-02 14:57:51","2024-10-02 17:20:49","Member","signedOut"
"488","137","2024-10-02 15:16:14","2024-10-02 17:20:49","Member","signedOut"
"489","36","2024-10-02 15:35:18","2024-10-02 17:20:42","Member","signedOut"
"490","90","2024-10-02 15:46:42","2024-10-02 17:20:47","Member","signedOut"
"491","67","2024-10-02 15:55:48","2024-10-02 17:20:46","Member","signedOut"
"492","30","2024-10-02 16:24:00","2024-10-02 17:20:39","Member","signedOut"
"493","30","2024-10-02 16:24:01","2024-10-02 17:20:39","Member","signedOut"
"494","31","2024-10-02 16:24:55","2024-10-02 17:20:42","Member","signedOut"
"495","7","2024-10-02 16:40:04","2024-10-02 17:20:37","Member","signedOut"
"496","7","2024-10-02 16:40:06","2024-10-02 17:20:37","Member","signedOut"
"497","7","2024-10-02 16:40:07","2024-10-02 17:20:37","Member","signedOut"
"498","7","2024-10-02 16:40:08","2024-10-02 17:20:37","Member","signedOut"
"499","15","2024-10-02 17:09:35","2024-10-02 17:18:20","Member","signedOut"
"500","1","2024-10-03 10:55:54","2024-10-03 17:05:41","Member","signedOut"
"501","20","2024-10-03 13:52:48","2024-10-03 17:05:58","Member","signedOut"
"502","138","2024-10-03 13:54:27","2024-10-03 17:06:23","Member","signedOut"
"503","7","2024-10-03 14:27:41","2024-10-03 17:05:53","Member","signedOut"
"504","147","2024-10-03 14:52:12","2024-10-03 17:06:31","Member","signedOut"
"505","148","2024-10-03 14:54:21","2024-10-03 17:06:42","Member","signedOut"
"506","36","2024-10-03 15:24:36","2024-10-03 17:06:07","Member","signedOut"
"507","67","2024-10-03 15:26:21","2024-10-03 17:09:54","Member","signedOut"
"508","90","2024-10-03 15:30:18","2024-10-03 17:06:16","Member","signedOut"
"509","1","2024-10-04 12:18:50","2024-10-04 17:08:30","Member","signedOut"
"510","149","2024-10-04 12:20:56","2024-10-04 17:08:25","Member","signedOut"
"511","32","2024-10-04 12:29:24","2024-10-04 17:08:37","Member","signedOut"
"512","138","2024-10-04 12:52:46","2024-10-04 17:08:21","Member","signedOut"
"513","20","2024-10-04 12:54:36","2024-10-04 17:08:38","Member","signedOut"
"514","44","2024-10-04 12:55:09","2024-10-04 17:08:46","Member","signedOut"
"515","60","2024-10-04 13:18:13","2024-10-04 17:08:49","Member","signedOut"
"516","36","2024-10-04 13:55:38","2024-10-04 17:08:41","Member","signedOut"
"517","98","2024-10-04 14:16:56","2024-10-04 17:08:47","Member","signedOut"
"518","98","2024-10-04 14:16:57","2024-10-04 17:08:47","Member","signedOut"
"519","98","2024-10-04 14:16:59","2024-10-04 17:08:47","Member","signedOut"
"520","43","2024-10-04 14:18:41","2024-10-04 17:08:42","Member","signedOut"
"521","43","2024-10-04 14:18:42","2024-10-04 17:08:42","Member","signedOut"
"522","43","2024-10-04 14:18:42","2024-10-04 17:08:42","Member","signedOut"
"523","42","2024-10-04 14:19:52","2024-10-04 17:08:43","Member","signedOut"
"524","42","2024-10-04 14:19:53","2024-10-04 17:08:43","Member","signedOut"
"525","150","2024-10-04 14:30:02","2024-10-04 17:08:25","Member","signedOut"
"526","150","2024-10-04 14:30:04","2024-10-04 17:08:25","Member","signedOut"
"527","27","2024-10-04 14:37:31","2024-10-04 17:08:36","Member","signedOut"
"528","27","2024-10-04 14:37:32","2024-10-04 17:08:36","Member","signedOut"
"529","147","2024-10-04 14:49:54","2024-10-04 17:08:21","Member","signedOut"
"530","147","2024-10-04 14:49:54","2024-10-04 17:08:21","Member","signedOut"
"531","147","2024-10-04 14:49:55","2024-10-04 17:08:21","Member","signedOut"
"532","147","2024-10-04 14:49:55","2024-10-04 17:08:21","Member","signedOut"
"533","148","2024-10-04 14:50:31","2024-10-04 17:08:24","Member","signedOut"
"534","151","2024-10-04 14:52:23","2024-10-04 17:08:55","Member","signedOut"
"535","152","2024-10-04 15:04:57","2024-10-04 17:08:54","Member","signedOut"
"536","128","2024-10-04 15:05:25","2024-10-04 17:08:50","Member","signedOut"
"537","128","2024-10-04 15:05:25","2024-10-04 17:08:50","Member","signedOut"
"538","35","2024-10-04 15:18:09","2024-10-04 17:08:45","Member","signedOut"
"539","35","2024-10-04 15:18:10","2024-10-04 17:08:45","Member","signedOut"
"540","35","2024-10-04 15:18:11","2024-10-04 17:08:45","Member","signedOut"
"541","136","2024-10-04 15:25:31","2024-10-04 17:08:20","Member","signedOut"
"542","7","2024-10-04 15:29:51","2024-10-04 17:08:29","Member","signedOut"
"543","135","2024-10-04 15:40:04","2024-10-04 17:08:21","Member","signedOut"
"544","1","2024-10-05 11:28:21","2024-10-05 16:27:20","Member","signedOut"
"545","148","2024-10-05 11:29:27","2024-10-05 16:28:01","Member","signedOut"
"546","147","2024-10-05 11:29:48","2024-10-05 16:28:19","Member","signedOut"
"547","58","2024-10-05 11:31:16","2024-10-05 16:28:31","Member","signedOut"
"548","151","2024-10-05 11:31:56","2024-10-05 16:28:54","Member","signedOut"
"549","20","2024-10-05 11:40:45","2024-10-05 16:29:11","Member","signedOut"
"550","44","2024-10-05 11:41:11","2024-10-05 16:29:27","Member","signedOut"
"551","27","2024-10-05 11:41:45","2024-10-05 16:29:43","Member","signedOut"
"552","21","2024-10-05 11:42:04","2024-10-05 16:29:55","Member","signedOut"
"553","7","2024-10-05 11:42:21","2024-10-05 16:30:07","Member","signedOut"
"554","106","2024-10-05 11:44:53","2024-10-05 16:30:24","Member","signedOut"
"555","107","2024-10-05 11:57:18",NULL,"Member","signedOut"
"556","30","2024-10-05 12:44:53","2024-10-05 16:30:50","Member","signedOut"
"557","15","2024-10-05 13:16:49","2024-10-05 16:31:03","Member","signedOut"
"558","76","2024-10-05 13:52:18","2024-10-05 16:31:19","Member","signedOut"
"559","158","2024-10-05 14:47:21","2024-10-05 16:31:33","Member","signedOut"
"560","158","2024-10-05 14:47:21","2024-10-05 16:31:47","Member","signedOut"
"561","158","2024-10-05 14:47:23","2024-10-05 16:32:06","Member","signedOut"
"562","90","2024-10-05 14:48:00","2024-10-05 16:32:19","Member","signedOut"
"563","90","2024-10-05 14:48:01","2024-10-05 16:32:40","Member","signedOut"
"564","90","2024-10-05 14:48:03","2024-10-05 16:33:17","Member","signedOut"
"565","1","2024-10-07 11:36:36","2024-10-07 17:09:36","Member","signedOut"
"566","148","2024-10-07 13:40:49","2024-10-07 17:09:52","Member","signedOut"
"567","58","2024-10-07 15:07:45","2024-10-07 17:09:44","Member","signedOut"
"568","76","2024-10-07 15:10:27","2024-10-07 17:09:45","Member","signedOut"
"569","76","2024-10-07 15:10:32","2024-10-07 17:09:45","Member","signedOut"
"570","76","2024-10-07 15:10:37","2024-10-07 17:09:45","Member","signedOut"
"571","76","2024-10-07 15:10:42","2024-10-07 17:09:45","Member","signedOut"
"572","76","2024-10-07 15:10:42","2024-10-07 17:09:45","Member","signedOut"
"573","76","2024-10-07 15:10:43","2024-10-07 17:09:45","Member","signedOut"
"574","31","2024-10-07 15:13:48","2024-10-07 17:09:41","Member","signedOut"
"575","21","2024-10-07 15:18:06","2024-10-07 17:09:38","Member","signedOut"
"576","21","2024-10-07 15:18:08","2024-10-07 17:09:38","Member","signedOut"
"577","90","2024-10-07 15:27:21","2024-10-07 17:09:47","Member","signedOut"
"578","147","2024-10-07 15:34:17","2024-10-07 17:09:51","Member","signedOut"
"579","147","2024-10-07 15:38:03","2024-10-07 17:09:51","Member","signedOut"
"580","1","2024-10-08 10:01:21","2024-10-08 20:06:00","Member","signedOut"
"581","20","2024-10-08 12:57:00","2024-10-08 20:06:02","Member","signedOut"
"582","60","2024-10-08 12:58:08","2024-10-08 15:04:39","Member","signedOut"
"583","27","2024-10-08 13:15:22","2024-10-08 20:06:06","Member","signedOut"
"584","138","2024-10-08 13:37:32","2024-10-08 20:06:10","Member","signedOut"
"585","148","2024-10-08 14:01:59","2024-10-08 20:06:16","Member","signedOut"
"586","144","2024-10-08 15:02:38","2024-10-08 16:44:50","Member","signedOut"
"587","137","2024-10-08 15:07:29","2024-10-08 16:44:53","Member","signedOut"
"588","36","2024-10-08 15:08:13","2024-10-08 20:06:08","Member","signedOut"
"589","21","2024-10-08 15:14:36","2024-10-08 20:06:03","Member","signedOut"
"590","147","2024-10-08 15:15:10","2024-10-08 20:06:13","Member","signedOut"
"591","147","2024-10-08 15:15:11","2024-10-08 20:06:13","Member","signedOut"
"592","151","2024-10-08 15:15:38","2024-10-08 20:06:21","Member","signedOut"
"593","90","2024-10-08 15:38:01","2024-10-08 20:06:09","Member","signedOut"
"594","148","2024-10-09 12:56:52","2024-10-09 17:14:21","Member","signedOut"
"595","1","2024-10-09 13:35:46","2024-10-09 17:14:46","Member","signedOut"
"596","60","2024-10-09 13:39:14","2024-10-09 17:15:01","Member","signedOut"
"597","98","2024-10-09 14:44:20","2024-10-09 17:15:20","Member","signedOut"
"598","147","2024-10-09 14:45:04","2024-10-09 17:15:31","Member","signedOut"
"599","14","2024-10-09 14:46:57","2024-10-09 17:15:43","Member","signedOut"
"600","90","2024-10-09 15:38:25","2024-10-09 17:15:56","Member","signedOut"
"601","44","2024-10-09 15:52:52","2024-10-09 17:16:12","Member","signedOut"
"602","67","2024-10-09 15:56:41","2024-10-10 17:16:34","Member","signedOut"
"603","1","2024-10-10 10:19:15","2024-10-11 18:02:01","Member","signedOut"
"604","4","2024-10-10 11:24:54","2024-10-11 16:55:46","Member","signedOut"
"605","148","2024-10-10 13:06:16","2024-10-11 16:56:20","Member","signedOut"
"606","148","2024-10-10 13:06:16","2024-10-11 16:56:34","Member","signedOut"
"607","159","2024-10-10 13:07:27","2024-10-11 16:56:47","Member","signedOut"
"608","27","2024-10-10 13:23:52","2024-10-11 16:56:58","Member","signedOut"
"609","98","2024-10-10 14:47:03","2024-10-11 16:57:07","Member","signedOut"
"610","14","2024-10-10 14:48:11","2024-10-11 16:57:31","Member","signedOut"
"611","90","2024-10-10 14:53:57","2024-10-11 16:57:45","Member","signedOut"
"612","58","2024-10-10 15:02:58","2024-10-11 16:57:59","Member","signedOut"
"613","164","2024-10-10 15:18:41","2024-10-11 16:58:11","Member","signedOut"
"614","162","2024-10-10 15:21:10","2024-10-11 16:58:25","Member","signedOut"
"615","67","2024-10-10 15:24:08","2024-10-11 16:58:41","Member","signedOut"
"616","36","2024-10-10 15:25:17","2024-10-11 16:59:18","Member","signedOut"
"617","7","2024-10-10 15:26:31","2024-10-11 16:59:31","Member","signedOut"
"618","147","2024-10-10 16:14:32","2024-10-11 16:59:41","Member","signedOut"
"619","151","2024-10-10 16:15:39","2024-10-11 16:59:51","Member","signedOut"
"620","138","2024-10-10 16:17:54","2024-10-11 17:00:01","Member","signedOut"
"621","136","2024-10-10 16:21:22","2024-10-11 17:00:12","Member","signedOut"
"622","31","2024-10-10 16:35:32","2024-10-11 17:00:23","Member","signedOut"
"623","165","2024-10-10 16:40:51","2024-10-11 17:00:33","Member","signedOut"
"624","1","2024-10-12 13:02:49","2024-10-12 17:08:41","Member","signedOut"
"625","107","2024-10-12 13:04:09",NULL,"Member","signedOut"
"626","106","2024-10-12 13:04:29","2024-10-12 17:04:48","Member","signedOut"
"627","44","2024-10-12 13:05:38","2024-10-12 17:08:43","Member","signedOut"
"628","138","2024-10-12 13:06:20","2024-10-12 17:08:46","Member","signedOut"
"629","155","2024-10-12 13:06:56","2024-10-12 17:08:49","Member","signedOut"
"630","156","2024-10-12 13:07:27","2024-10-12 17:08:50","Member","signedOut"
"631","157","2024-10-12 13:08:03","2024-10-12 17:08:50","Member","signedOut"
"632","58","2024-10-12 13:09:51","2024-10-12 17:08:44","Member","signedOut"
"633","15","2024-10-12 13:12:09","2024-10-12 17:08:42","Member","signedOut"
"634","158","2024-10-12 13:12:45","2024-10-12 17:08:52","Member","signedOut"
"635","59","2024-10-12 13:16:15","2024-10-12 17:08:45","Member","signedOut"
"636","147","2024-10-12 16:08:40","2024-10-12 17:08:48","Member","signedOut"
"637","67","2024-10-14 13:10:00","2024-10-14 17:00:05","Member","signedOut"
"638","136","2024-10-14 13:53:55","2024-10-14 17:00:10","Member","signedOut"
"639","7","2024-10-14 13:54:44","2024-10-14 17:00:10","Member","signedOut"
"640","1","2024-10-14 14:53:16","2024-10-14 16:59:47","Member","signedOut"
"641","147","2024-10-14 15:22:16","2024-10-14 17:00:07","Member","signedOut"
"642","90","2024-10-14 15:43:21","2024-10-14 17:00:07","Member","signedOut"
"643","20","2024-10-15 13:08:36","2024-10-15 17:04:27","Member","signedOut"
"644","21","2024-10-15 13:09:17","2024-10-15 17:04:28","Member","signedOut"
"645","44","2024-10-15 13:52:38","2024-10-15 17:04:31","Member","signedOut"
"646","1","2024-10-15 14:38:42","2024-10-15 17:04:26","Member","signedOut"
"647","144","2024-10-15 14:58:49","2024-10-15 17:04:39","Member","signedOut"
"648","36","2024-10-15 15:04:37","2024-10-15 17:04:29","Member","signedOut"
"649","137","2024-10-15 15:08:42","2024-10-15 17:04:38","Member","signedOut"
"650","137","2024-10-15 15:08:43","2024-10-15 17:04:38","Member","signedOut"
"651","166","2024-10-15 15:16:48","2024-10-15 17:04:40","Member","signedOut"
"652","90","2024-10-15 15:43:33","2024-10-15 17:04:33","Member","signedOut"
"653","103","2024-10-15 15:49:14","2024-10-15 17:04:36","Member","signedOut"
"654","167","2024-10-15 15:54:50","2024-10-15 17:04:41","Member","signedOut"
"655","124","2024-10-15 16:08:32","2024-10-15 17:04:37","Member","signedOut"
"656","166","2024-10-16 14:40:24","2024-10-16 16:57:55","Member","signedOut"
"657","136","2024-10-16 14:41:12","2024-10-16 16:58:23","Member","signedOut"
"658","168","2024-10-16 14:58:17","2024-10-16 16:58:37","Member","signedOut"
"659","170","2024-10-16 15:02:23","2024-10-16 16:58:49","Member","signedOut"
"660","58","2024-10-16 15:05:39","2024-10-16 16:58:58","Member","signedOut"
"661","144","2024-10-16 15:11:12","2024-10-16 16:59:07","Member","signedOut"
"662","36","2024-10-16 15:11:37","2024-10-16 16:59:16","Member","signedOut"
"663","172","2024-10-16 15:15:55","2024-10-16 16:59:25","Member","signedOut"
"664","174","2024-10-16 15:18:25","2024-10-16 16:59:33","Member","signedOut"
"665","175","2024-10-16 15:21:50","2024-10-16 16:59:43","Member","signedOut"
"666","103","2024-10-16 15:23:31","2024-10-16 16:59:56","Member","signedOut"
"667","114","2024-10-16 15:26:09","2024-10-16 17:00:06","Member","signedOut"
"668","88","2024-10-16 15:36:30","2024-10-16 17:00:16","Member","signedOut"
"669","169","2024-10-16 15:37:55","2024-10-16 17:00:29","Member","signedOut"
"670","67","2024-10-16 15:47:09","2024-10-16 17:00:42","Member","signedOut"
"671","152","2024-10-16 16:06:53","2024-10-16 17:00:54","Member","signedOut"
"672","90","2024-10-16 16:09:08","2024-10-16 17:01:07","Member","signedOut"
"673","176","2024-10-16 16:25:43","2024-10-16 17:01:15","Member","signedOut"
"674","176","2024-10-16 16:25:44","2024-10-16 17:01:23","Member","signedOut"
"675","124","2024-10-16 16:28:09","2024-10-16 17:01:30","Member","signedOut"
"676","124","2024-10-16 16:28:10","2024-10-16 17:02:21","Member","signedOut"
"677","124","2024-10-16 16:28:10","2024-10-16 17:02:41","Member","signedOut"
"678","178","2024-10-16 16:50:57","2024-10-16 17:02:52","Member","signedOut"
"679","179","2024-10-16 16:55:18","2024-10-16 17:03:01","Member","signedOut"
"680","180","2024-10-16 16:57:39","2024-10-16 17:03:11","Member","signedOut"
"681","181","2024-10-16 17:00:30","2024-10-16 17:03:20","Member","signedOut"
"682","181","2024-10-16 17:00:31","2024-10-16 17:03:28","Member","signedOut"
"683","182","2024-10-16 17:03:04","2024-10-16 17:03:37","Member","signedOut"
"684","183","2024-10-16 17:07:23","2024-10-16 17:03:47","Member","signedOut"
"685","1","2024-10-17 07:04:15","2024-10-17 17:15:11","Member","signedOut"
"686","184","2024-10-17 14:11:58","2024-10-17 17:16:13","Member","signedOut"
"687","184","2024-10-17 14:11:58","2024-10-17 17:16:13","Member","signedOut"
"688","184","2024-10-17 14:12:02","2024-10-17 17:16:13","Member","signedOut"
"689","184","2024-10-17 14:12:02","2024-10-17 17:16:13","Member","signedOut"
"690","184","2024-10-17 14:12:02","2024-10-17 17:16:13","Member","signedOut"
"691","184","2024-10-17 14:12:05","2024-10-17 17:16:13","Member","signedOut"
"692","184","2024-10-17 14:12:05","2024-10-17 17:16:13","Member","signedOut"
"693","184","2024-10-17 14:12:05","2024-10-17 17:16:13","Member","signedOut"
"694","7","2024-10-17 14:26:51","2024-10-17 17:15:16","Member","signedOut"
"695","7","2024-10-17 14:26:52","2024-10-17 17:15:16","Member","signedOut"
"696","76","2024-10-17 14:44:32","2024-10-17 17:15:21","Member","signedOut"
"697","36","2024-10-17 14:49:07","2024-10-17 17:15:19","Member","signedOut"
"698","90","2024-10-17 14:50:22","2024-10-17 17:15:29","Member","signedOut"
"699","175","2024-10-17 14:56:02","2024-10-17 17:15:50","Member","signedOut"
"700","144","2024-10-17 14:56:27","2024-10-17 17:15:39","Member","signedOut"
